"","X","DRUG","CName","PName","cc_predict...2.","cc_real...2.","Acta_Normal"
"897",4,"Sorafenib","CAMA1_BREAST","CAMA-1",-0.633358929064672,-0.855896294973628,-0.855896294973628
"898",5,"Sorafenib","COLO205_LARGE_INTESTINE","COLO 205",-0.632189213009712,-0.176223984138025,-0.176223984138025
"899",6,"Sorafenib","COLO320_LARGE_INTESTINE","COLO-320",-0.610375273681495,-0.47837251713716,-0.47837251713716
"900",7,"Sorafenib","DKMG_CENTRAL_NERVOUS_SYSTEM","DK-MG",-0.634109048776048,-0.92778122563851,-0.92778122563851
"901",8,"Sorafenib","EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","EB1",-0.537010701203542,-0.782398955720731,-0.782398955720731
"902",9,"Sorafenib","EFO27_OVARY","EFO-27",-0.678811124267709,-0.744776088667045,-0.744776088667045
"903",10,"Sorafenib","GCT_SOFT_TISSUE","GCT",-0.66464996175817,-0.634044414550345,-0.634044414550345
"904",11,"Sorafenib","GI1_CENTRAL_NERVOUS_SYSTEM","GI-1",-0.657572438495898,-0.653924311599367,-0.653924311599367
"905",12,"Sorafenib","HCC15_LUNG","HCC-15",-0.669961487463105,-0.420351710114609,-0.420351710114609
"906",13,"Sorafenib","HCC1954_BREAST","HCC1954",-0.669590196806033,-0.661371178572127,-0.661371178572127
"907",14,"Sorafenib","HCC4006_LUNG","HCC4006",-0.672773019009861,-0.717902612200127,-0.717902612200127
"908",15,"Sorafenib","HCC78_LUNG","HCC-78",-0.671587392198521,-0.955878578503561,-0.955878578503561
"909",16,"Sorafenib","HEC59_ENDOMETRIUM","HEC-59",-0.645042385786867,-0.540602422883446,-0.540602422883446
"910",17,"Sorafenib","HEP3B217_LIVER","Hep 3B2.1-7",-0.628176827730643,-0.555237135369045,-0.555237135369045
"911",18,"Sorafenib","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HH",-0.560476957834387,-0.113605546201856,-0.113605546201856
"912",19,"Sorafenib","HS695T_SKIN","Hs 695T",-0.65283443282884,-0.897398008389648,-0.897398008389648
"913",20,"Sorafenib","IGR39_SKIN","IGR-39",-0.671225523020859,-0.789133513678706,-0.789133513678706
"914",21,"Sorafenib","IMR32_AUTONOMIC_GANGLIA","IMR-32",-0.583272869304852,-0.940337290908234,-0.940337290908234
"915",22,"Sorafenib","KLE_ENDOMETRIUM","KLE",-0.6533694780849,-0.551546079565155,-0.551546079565155
"916",23,"Sorafenib","KP4_PANCREAS","KP4",-0.662493843671211,-0.508419006488124,-0.508419006488124
"917",24,"Sorafenib","KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KU812",-0.574683732044044,-0.955878578503561,-0.955878578503561
"918",25,"Sorafenib","KYSE520_OESOPHAGUS","KYSE-520",-0.680606387721112,-0.683064225840604,-0.683064225840604
"919",26,"Sorafenib","LU99_LUNG","LU99",-0.662610223517825,-0.208536911263307,-0.208536911263307
"920",27,"Sorafenib","MDAMB436_BREAST","MDA-MB-436",-0.66551466779112,-0.820734131789202,-0.820734131789202
"921",28,"Sorafenib","MDAMB468_BREAST","MDA-MB-468",-0.664618099872276,-0.416077856025894,-0.416077856025894
"922",29,"Sorafenib","MOGGCCM_CENTRAL_NERVOUS_SYSTEM","MOG-G-CCM",-0.65675503998277,-0.71460008858612,-0.71460008858612
"923",30,"Sorafenib","NCIH1155_LUNG","NCI-H1155",-0.619294037280727,-0.667263916785355,-0.667263916785355
"924",31,"Sorafenib","NCIH1341_LUNG","NCI-H1341",-0.634592396725837,-0.55588468901885,-0.55588468901885
"925",32,"Sorafenib","NCIH2009_LUNG","NCI-H2009",-0.677385846522513,-0.955878578503561,-0.955878578503561
"926",33,"Sorafenib","NCIH226_LUNG","NCI-H226",-0.669596353007303,-0.570130869314566,-0.570130869314566
"927",34,"Sorafenib","NCIH650_LUNG","NCI-H650",-0.6487711921675,-0.908354616144353,-0.908354616144353
"928",35,"Sorafenib","NCIH747_LARGE_INTESTINE","NCI-H747",-0.67120249193195,-0.597522388701328,-0.597522388701328
"929",36,"Sorafenib","NCIH810_LUNG","NCI-H810",-0.599744807255822,-0.594414131182263,-0.594414131182263
"930",37,"Sorafenib","NUGC4_STOMACH","NUGC-4",-0.635527472778776,-0.755590234618793,-0.755590234618793
"931",38,"Sorafenib","PANC0203_PANCREAS","Panc 02.03",-0.675458979723368,-0.620899075459298,-0.620899075459298
"932",39,"Sorafenib","PC14_LUNG","PC-14",-0.681592898957811,-0.6800854790515,-0.6800854790515
"933",40,"Sorafenib","RERFLCMS_LUNG","RERF-LC-MS",-0.682513393937369,-0.907169592965209,-0.907169592965209
"934",41,"Sorafenib","RPMI7951_SKIN","RPMI-7951",-0.665596379313629,-0.828440020221885,-0.828440020221885
"935",42,"Sorafenib","RVH421_SKIN","RVH-421",-0.65135321854088,-0.955878578503561,-0.955878578503561
"936",43,"Sorafenib","SJRH30_SOFT_TISSUE","SJRH30",-0.611616737253149,-0.584377049610282,-0.584377049610282
"937",44,"Sorafenib","SNU1_STOMACH","SNU-1",-0.62368395605487,-0.377030370942637,-0.377030370942637
"938",45,"Sorafenib","SQ1_LUNG","Sq-1",-0.670814723201682,-0.513081392766722,-0.513081392766722
"939",46,"Sorafenib","T3M10_LUNG","T3M-10",-0.665265143307437,-0.955878578503561,-0.955878578503561
"940",47,"Sorafenib","WM2664_SKIN","WM-266-4",-0.635679361495157,-0.876682767132377,-0.876682767132377
"941",48,"Sorafenib","X5637_URINARY_TRACT","5637",-0.677392686381787,-0.442239023478027,-0.442239023478027
"942",49,"Sorafenib","X639V_URINARY_TRACT","639-V",-0.659517394193527,-0.683711779490409,-0.683711779490409
"943",50,"Sorafenib","ZR751_BREAST","ZR-75-1",-0.639105005305732,-0.408436722958192,-0.408436722958192
"944",51,"Sorafenib","ZR7530_BREAST","ZR-75-30",-0.629844784855754,-0.438871744499039,-0.438871744499039
"945",1,"TAE684","A253_SALIVARY_GLAND","A-253",-0.181113754497648,-0.478955315421985,-0.478955315421985
"946",2,"TAE684","A375_SKIN","A-375",-0.186391799438347,0.257313184406598,0.257313184406598
"947",3,"TAE684","AU565_BREAST","AU565",-0.164260221143481,-0.857061891543278,-0.857061891543278
"948",4,"TAE684","BXPC3_PANCREAS","BxPC-3",-0.181320116628436,0.108246334221427,0.108246334221427
"949",5,"TAE684","CAPAN2_PANCREAS","Capan-2",-0.186333092546584,0.633930387133339,0.633930387133339
"950",6,"TAE684","CAS1_CENTRAL_NERVOUS_SYSTEM","CAS-1",-0.18393423539116,-0.296474696906862,-0.296474696906862
"951",7,"TAE684","CCK81_LARGE_INTESTINE","CCK-81",-0.153708665399544,0.237368531992596,0.237368531992596
"952",8,"TAE684","CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CMK-86",-0.0817615813992209,1.20992935863512,1.20992935863512
"953",9,"TAE684","FU97_STOMACH","FU97",-0.131693901098239,-0.0823934602812422,-0.0823934602812422
"954",10,"TAE684","G361_SKIN","G-361",-0.174321253190098,-0.172856705159037,-0.172856705159037
"955",11,"TAE684","HARA_LUNG","HARA",-0.185855188080371,-0.303274010229817,-0.303274010229817
"956",12,"TAE684","HCC70_BREAST","HCC70",-0.173766259590483,-0.330536018886619,-0.330536018886619
"957",13,"TAE684","HDQP1_BREAST","HDQ-P1",-0.182957338267419,0.206868755086769,0.206868755086769
"958",14,"TAE684","HEP3B217_LIVER","Hep 3B2.1-7",-0.148548607455823,0.561080601530247,0.561080601530247
"959",15,"TAE684","HMCB_SKIN","HMCB",-0.16509796346115,0.149495501714022,0.149495501714022
"960",16,"TAE684","HS229T_LUNG","Hs 229.T",-0.188368268194377,-0.406882594198659,-0.406882594198659
"961",17,"TAE684","HS852T_SKIN","Hs 852.T",-0.162277233999588,0.691109374411144,0.691109374411144
"962",18,"TAE684","HT1197_URINARY_TRACT","HT-1197",-0.1695251118616,-0.28760321190453,-0.28760321190453
"963",19,"TAE684","HUCCT1_BILIARY_TRACT","HuCCT1",-0.201243658087329,-0.492100654513032,-0.492100654513032
"964",20,"TAE684","IGR37_SKIN","IGR-37",-0.163058125918836,-0.0415975803435107,-0.0415975803435107
"965",21,"TAE684","JHH4_LIVER","JHH-4",-0.180917046777073,-0.686172483359669,-0.686172483359669
"966",22,"TAE684","KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KASUMI-2",-0.0812244629985953,-0.307871641143435,-0.307871641143435
"967",23,"TAE684","KELLY_AUTONOMIC_GANGLIA","KELLY",-0.106687266608367,0.118671947983292,0.118671947983292
"968",24,"TAE684","KLE_ENDOMETRIUM","KLE",-0.1715506799223,-0.737588243154207,-0.737588243154207
"969",25,"TAE684","KMS12BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-12-BM",-0.100324884813646,0.220791158557582,0.220791158557582
"970",26,"TAE684","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-26",-0.100416577912409,0.881943435008755,0.881943435008755
"971",27,"TAE684","KYM1_SOFT_TISSUE","KYM-1",-0.121180288478276,-0.259175606678079,-0.259175606678079
"972",28,"TAE684","KYSE450_OESOPHAGUS","KYSE-450",-0.184675456236824,-0.56818820836515,-0.56818820836515
"973",29,"TAE684","MELHO_SKIN","MEL-HO",-0.167236465491554,-0.00093121113574024,-0.00093121113574024
"974",30,"TAE684","MEWO_SKIN","MeWo",-0.175098814621056,-0.380138628461702,-0.380138628461702
"975",31,"TAE684","MIAPACA2_PANCREAS","MIA PaCa-2",-0.174508672461316,0.402300446597997,0.402300446597997
"976",32,"TAE684","MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Mino",-0.0816402508521598,0.220337871002718,0.220337871002718
"977",33,"TAE684","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MONO-MAC-1",-0.0821872483254842,2.04216530936484,2.04216530936484
"978",34,"TAE684","NCIH1339_LUNG","NCI-H1339",-0.182381733906584,-0.0659455975761885,-0.0659455975761885
"979",35,"TAE684","NCIH1341_LUNG","NCI-H1341",-0.15720753580472,0.469775536907705,0.469775536907705
"980",36,"TAE684","NCIH1568_LUNG","NCI-H1568",-0.191962833757438,0.0836392955288271,0.0836392955288271
"981",37,"TAE684","NCIH1650_LUNG","NCI-H1650",-0.200062721903392,-0.385319057660144,-0.385319057660144
"982",38,"TAE684","NCIH1793_LUNG","NCI-H1793",-0.194602902048671,-0.709872946942542,-0.709872946942542
"983",39,"TAE684","NCIH226_LUNG","NCI-H226",-0.191000309107462,-0.468011658740276,-0.468011658740276
"984",40,"TAE684","NCIH3255_LUNG","NCI-H3255",-0.179919490791256,0.899103606728594,0.899103606728594
"985",41,"TAE684","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-AML2",-0.0748176903383191,0.456500687086697,0.456500687086697
"986",42,"TAE684","ONCODG1_OVARY","ONCO-DG-1",-0.178025351923469,-0.416077856025894,-0.416077856025894
"987",43,"TAE684","OV90_OVARY","OV-90",-0.155312649762174,0.471912463952062,0.471912463952062
"988",44,"TAE684","PC14_LUNG","PC-14",-0.198909963099887,0.195277544755254,0.195277544755254
"989",45,"TAE684","PK59_PANCREAS","PK-59",-0.176729968499127,-0.130700962556715,-0.130700962556715
"990",46,"TAE684","PL45_PANCREAS","PL45",-0.196045483354519,-0.0575921554937006,-0.0575921554937006
"991",47,"TAE684","RERFLCAI_LUNG","RERF-LC-AI",-0.202282156747074,-0.390564242223567,-0.390564242223567
"992",48,"TAE684","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","RPMI-8402",-0.0855533757705399,0.614762799099103,0.614762799099103
"993",49,"TAE684","SBC5_LUNG","SBC-5",-0.152241034765823,-0.527003796237535,-0.527003796237535
"994",50,"TAE684","SCC9_UPPER_AERODIGESTIVE_TRACT","SCC-9",-0.166340920888649,-0.646218423166684,-0.646218423166684
"995",51,"TAE684","SKLMS1_SOFT_TISSUE","SK-LMS-1",-0.187437529029864,0.197608737894553,0.197608737894553
"996",52,"TAE684","SNU398_LIVER","SNU-398",-0.15325373984686,0.297267244599583,0.297267244599583
"997",53,"TAE684","SU8686_PANCREAS","SU.86.86",-0.164335973425728,-0.769059350534743,-0.769059350534743
"998",54,"TAE684","SW48_LARGE_INTESTINE","SW48",-0.164786385109849,1.11299057725927,1.11299057725927
"999",55,"TAE684","TC71_BONE","TC-71",-0.14609047192654,-0.603026594724673,-0.603026594724673
"1000",56,"TAE684","TE617T_SOFT_TISSUE","TE 617.T",-0.155240922135313,0.414021167659472,0.414021167659472
"1001",57,"TAE684","TOV21G_OVARY","TOV-21G",-0.185289867807275,-0.0982585247014711,-0.0982585247014711
"1002",58,"TAE684","U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","U-937",-0.0961646725502205,-0.58042697234647,-0.58042697234647
"1003",59,"TAE684","VMRCRCW_KIDNEY","VMRC-RCW",-0.176533153095492,-0.124419692153604,-0.124419692153604
"1004",60,"TAE684","WM1799_SKIN","WM1799",-0.169737009085686,-0.300360018805694,-0.300360018805694
"1005",61,"TAE684","WM2664_SKIN","WM-266-4",-0.159151189762611,-0.646024157071743,-0.646024157071743
"1006",62,"TAE684","X769P_KIDNEY","769-P",-0.1878277879114,-0.4882153326142,-0.4882153326142
"1007",1,"TKI258","CAL851_BREAST","CAL-85-1",-0.441272007666192,-0.747366303266266,-0.747366303266266
"1008",2,"TKI258","CAMA1_BREAST","CAMA-1",-0.389045230002043,-0.635987075499761,-0.635987075499761
"1009",3,"TKI258","COLO201_LARGE_INTESTINE","COLO 201",-0.414283270603861,-0.453959744539502,-0.453959744539502
"1010",4,"TKI258","COLO320_LARGE_INTESTINE","COLO-320",-0.34731711570457,-0.238777666709213,-0.238777666709213
"1011",5,"TKI258","CORL23_LUNG","COR-L23",-0.419591993676281,-0.71583044052075,-0.71583044052075
"1012",6,"TKI258","COV318_OVARY","COV318",-0.393071965713422,-0.363302233566765,-0.363302233566765
"1013",7,"TKI258","DBTRG05MG_CENTRAL_NERVOUS_SYSTEM","DBTRG-05MG",-0.403610372167809,-0.554719092449201,-0.554719092449201
"1014",8,"TKI258","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","DEL",-0.339461563758669,-0.0835590568508917,-0.0835590568508917
"1015",9,"TKI258","EN_ENDOMETRIUM","EN",-0.375017812418111,-0.6800854790515,-0.6800854790515
"1016",10,"TKI258","FU97_STOMACH","FU97",-0.365140346853612,0.193205373075877,0.193205373075877
"1017",11,"TKI258","HEC1B_ENDOMETRIUM","HEC-1-B",-0.40184094928715,-0.167158233040751,-0.167158233040751
"1018",12,"TKI258","HEC265_ENDOMETRIUM","HEC-265",-0.422238642257552,-0.43278474019087,-0.43278474019087
"1019",13,"TKI258","HS294T_SKIN","Hs 294T",-0.391457467884136,-0.559834766282662,-0.559834766282662
"1020",14,"TKI258","HS852T_SKIN","Hs 852.T",-0.376356480550914,-0.533090800545705,-0.533090800545705
"1021",15,"TKI258","HT29_LARGE_INTESTINE","HT-29",-0.417402045997402,-0.330795040346541,-0.330795040346541
"1022",16,"TKI258","IGR37_SKIN","IGR-37",-0.370078646981622,-0.541573753358154,-0.541573753358154
"1023",17,"TKI258","KALS1_CENTRAL_NERVOUS_SYSTEM","KALS-1",-0.395793249698938,-0.55581993365387,-0.55581993365387
"1024",18,"TKI258","KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KARPAS-620",-0.29922140069928,-0.655284174263958,-0.655284174263958
"1025",19,"TKI258","KYSE180_OESOPHAGUS","KYSE-180",-0.418024738516273,-0.386743675689716,-0.386743675689716
"1026",20,"TKI258","KYSE30_OESOPHAGUS","KYSE-30",-0.428212432623425,-0.613905496041402,-0.613905496041402
"1027",21,"TKI258","LN229_CENTRAL_NERVOUS_SYSTEM","LN-229",-0.397652128440461,-0.36634573572085,-0.36634573572085
"1028",22,"TKI258","LOUNH91_LUNG","LOU-NH91",-0.412366035930348,-0.222718336194043,-0.222718336194043
"1029",23,"TKI258","MG63_BONE","MG-63",-0.392360812232227,-0.167158233040751,-0.167158233040751
"1030",24,"TKI258","MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLP-8",-0.320007853288923,-0.255484550874189,-0.255484550874189
"1031",25,"TKI258","NCIH1355_LUNG","NCI-H1355",-0.413784844914689,-0.380915692841468,-0.380915692841468
"1032",26,"TKI258","NCIH1792_LUNG","NCI-H1792",-0.411850278842043,-0.215660001411165,-0.215660001411165
"1033",27,"TKI258","NCIH1944_LUNG","NCI-H1944",-0.408063484318867,-0.87091953964911,-0.87091953964911
"1034",28,"TKI258","NCIH647_LUNG","NCI-H647",-0.426617422464815,-0.878495917351832,-0.878495917351832
"1035",29,"TKI258","NCIH650_LUNG","NCI-H650",-0.388707871784795,-0.571749753439079,-0.571749753439079
"1036",30,"TKI258","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-AML2",-0.291435683128964,-0.0470370310018749,-0.0470370310018749
"1037",31,"TKI258","OVMANA_OVARY","OVMANA",-0.392617677697152,-0.812445445071695,-0.812445445071695
"1038",32,"TKI258","P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","P3HR-1",-0.275349966332501,-0.718614921214913,-0.718614921214913
"1039",33,"TKI258","PC3_PROSTATE","PC-3",-0.428613427340846,-0.596939590416504,-0.596939590416504
"1040",34,"TKI258","RD_SOFT_TISSUE","RD",-0.366241705901537,-0.652629204299756,-0.652629204299756
"1041",35,"TKI258","RERFLCMS_LUNG","RERF-LC-MS",-0.422881334842532,-0.824295676863131,-0.824295676863131
"1042",36,"TKI258","SF126_CENTRAL_NERVOUS_SYSTEM","SF126",-0.402529543838702,-0.0235955888789244,-0.0235955888789244
"1043",37,"TKI258","SKMEL2_SKIN","SK-MEL-2",-0.377434496688533,-0.532767023720802,-0.532767023720802
"1044",38,"TKI258","SKNAS_AUTONOMIC_GANGLIA","SK-N-AS",-0.369531236649496,-0.771649565133964,-0.771649565133964
"1045",39,"TKI258","SKNBE2_AUTONOMIC_GANGLIA","SK-N-BE(2)",-0.317786808776475,-0.456290937678801,-0.456290937678801
"1046",40,"TKI258","SNU16_STOMACH","SNU-16",-0.405129725395086,0.900657735488127,0.900657735488127
"1047",41,"TKI258","SNU423_LIVER","SNU-423",-0.407007854218925,-0.726061788187673,-0.726061788187673
"1048",42,"TKI258","SNU475_LIVER","SNU-475",-0.402455383800305,-0.2544484650345,-0.2544484650345
"1049",43,"TKI258","SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-4",-0.263820933731498,0.279394763864958,0.279394763864958
"1050",44,"TKI258","SW1353_BONE","SW 1353",-0.397973861049394,-0.409861340987763,-0.409861340987763
"1051",45,"TKI258","SW1417_LARGE_INTESTINE","SW1417",-0.419127726437259,-0.533026045180724,-0.533026045180724
"1052",46,"TKI258","T47D_BREAST","T-47D",-0.397829500000923,-0.652111161379912,-0.652111161379912
"1053",47,"TKI258","TCCSUP_URINARY_TRACT","TCCSUP",-0.401662949346473,-0.524284070908353,-0.524284070908353
"1054",48,"TKI258","UACC812_BREAST","UACC-812",-0.384794008605296,-0.950547269304714,-0.950547269304714
"1055",1,"Topotecan","A2058_SKIN","A2058",0.908910486587589,1.08287933254333,1.08287933254333
"1056",2,"Topotecan","AZ521_STOMACH","AZ-521",0.977005861472818,1.64022875893072,1.64022875893072
"1057",3,"Topotecan","BFTC909_KIDNEY","BFTC-909",0.908768697389332,1.07582099776045,1.07582099776045
"1058",4,"Topotecan","CAL851_BREAST","CAL-85-1",0.864576154891061,0.62913849012478,0.62913849012478
"1059",5,"Topotecan","CALU3_LUNG","Calu-3",0.892259545546583,1.04027030238614,1.04027030238614
"1060",6,"Topotecan","CAMA1_BREAST","CAMA-1",0.972163729308222,-0.250627898500649,-0.250627898500649
"1061",7,"Topotecan","CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","CI-1",1.20322043238102,2.22095487207608,2.22095487207608
"1062",8,"Topotecan","DAOY_CENTRAL_NERVOUS_SYSTEM","Daoy",0.905224408012441,1.57650947978988,1.57650947978988
"1063",9,"Topotecan","DV90_LUNG","DV-90",0.967285993530656,1.18894862038143,1.18894862038143
"1064",10,"Topotecan","GCIY_STOMACH","GCIY",0.908878311133698,0.275574197331107,0.275574197331107
"1065",11,"Topotecan","GCT_SOFT_TISSUE","GCT",0.905006935783212,2.02604122348469,2.02604122348469
"1066",12,"Topotecan","HARA_LUNG","HARA",0.910282088126984,1.06591342691843,1.06591342691843
"1067",13,"Topotecan","HEC151_ENDOMETRIUM","HEC-151",0.917120681153914,1.43249354807319,1.43249354807319
"1068",14,"Topotecan","HGC27_STOMACH","HGC-27",0.990462585833538,0.459673699970743,0.459673699970743
"1069",15,"Topotecan","HT1376_URINARY_TRACT","HT-1376",0.926414416977023,-0.845600191941725,-0.845600191941725
"1070",16,"Topotecan","ISTMES2_PLEURA","IST-MES2",0.89188560483507,2.25022429704727,2.25022429704727
"1071",17,"Topotecan","KMRC1_KIDNEY","KMRC-1",0.887302404523433,0.605243760446966,0.605243760446966
"1072",18,"Topotecan","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363",1.13841403993926,2.27891092373365,2.27891092373365
"1073",19,"Topotecan","LCLC103H_LUNG","LCLC-103H",0.879984896065453,0.485770112057895,0.485770112057895
"1074",20,"Topotecan","MKN7_STOMACH","MKN7",0.880533589791715,1.05212053417758,1.05212053417758
"1075",21,"Topotecan","MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MOLT-16",1.21479411671385,2.76036706236386,2.76036706236386
"1076",22,"Topotecan","MORCPR_LUNG","MOR/CPR",0.928218391123916,0.52203311644699,0.52203311644699
"1077",23,"Topotecan","NCIH1792_LUNG","NCI-H1792",0.885067272940829,0.208034351656418,0.208034351656418
"1078",24,"Topotecan","NCIH2085_LUNG","NCI-H2085",0.879289147167032,-0.292395108913089,-0.292395108913089
"1079",25,"Topotecan","NCIH2087_LUNG","NCI-H2087",0.890927369182192,1.65330934265678,1.65330934265678
"1080",26,"Topotecan","NCIH2170_LUNG","NCI-H2170",0.921984080540919,1.9628399872637,1.9628399872637
"1081",27,"Topotecan","NCIH358_LUNG","NCI-H358",0.89734480724762,0.390773991631463,0.390773991631463
"1082",28,"Topotecan","NCIH441_LUNG","NCI-H441",0.906711722180536,0.669545837872629,0.669545837872629
"1083",29,"Topotecan","NCIH522_LUNG","NCI-H522",0.992226113710381,0.283927639413595,0.283927639413595
"1084",30,"Topotecan","OC314_OVARY","OC 314",0.891799360398771,1.13876321252152,1.13876321252152
"1085",31,"Topotecan","OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-AML2",1.18380177551251,2.20968743856946,2.20968743856946
"1086",32,"Topotecan","OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","OCI-LY10",1.21270617564186,0.154740686277445,0.154740686277445
"1087",33,"Topotecan","PL45_PANCREAS","PL45",0.879681304268909,0.852091211752732,0.852091211752732
"1088",34,"Topotecan","RT112_URINARY_TRACT","RT-112",0.890118928999865,1.85916664792988,1.85916664792988
"1089",35,"Topotecan","SF126_CENTRAL_NERVOUS_SYSTEM","SF126",0.880680023590739,1.8697217724217,1.8697217724217
"1090",36,"Topotecan","SIMA_AUTONOMIC_GANGLIA","SIMA",1.11331988791281,1.96044403875942,1.96044403875942
"1091",37,"Topotecan","SKNSH_AUTONOMIC_GANGLIA","SK-N-SH",0.921940150895788,0.921249941551934,0.921249941551934
"1092",38,"Topotecan","SU8686_PANCREAS","SU.86.86",0.913614580667728,1.03237014785852,1.03237014785852
"1093",39,"Topotecan","SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SU-DHL-10",1.25359006934581,1.68244925689802,1.68244925689802
"1094",40,"Topotecan","SW579_THYROID","SW579",0.897981934109373,1.26225169353939,1.26225169353939
"1095",41,"Topotecan","TE11_OESOPHAGUS","TE-11",0.873085765111097,2.1234332924154,2.1234332924154
"1096",42,"Topotecan","TT2609C02_THYROID","TT2609-C02",0.894963980446417,1.21336139297909,1.21336139297909
"1097",43,"Topotecan","U118MG_CENTRAL_NERVOUS_SYSTEM","U-118 MG",0.928650847023185,0.894117443625094,0.894117443625094
"1098",44,"Topotecan","ZR751_BREAST","ZR-75-1",0.958934575968736,1.31865361643742,1.31865361643742
"1099",1,"ZD-6474","A673_BONE","A-673",-0.270325456263924,-0.0440582842127707,-0.0440582842127707
"1100",2,"ZD-6474","ASPC1_PANCREAS","AsPC-1",-0.236321783189642,-0.210026284657859,-0.210026284657859
"1101",3,"ZD-6474","C2BBE1_LARGE_INTESTINE","C2BBe1",-0.255330870355937,0.306786283251721,0.306786283251721
"1102",4,"ZD-6474","CAPAN2_PANCREAS","Capan-2",-0.24724538635734,0.289690866896862,0.289690866896862
"1103",5,"ZD-6474","CAS1_CENTRAL_NERVOUS_SYSTEM","CAS-1",-0.287077357890655,-0.801631299119947,-0.801631299119947
"1104",6,"ZD-6474","CHP212_AUTONOMIC_GANGLIA","CHP-212",-0.281032479098552,0.135832119703131,0.135832119703131
"1105",7,"ZD-6474","COLO679_SKIN","COLO-679",-0.278091268460779,-0.754489393414124,-0.754489393414124
"1106",8,"ZD-6474","CORL105_LUNG","COR-L105",-0.266281092013325,-0.241497392038395,-0.241497392038395
"1107",9,"ZD-6474","G402_SOFT_TISSUE","G-402",-0.269151456587005,-0.641815058348008,-0.641815058348008
"1108",10,"ZD-6474","HEC151_ENDOMETRIUM","HEC-151",-0.262802974221034,0.459479433875802,0.459479433875802
"1109",11,"ZD-6474","HS578T_BREAST","Hs 578T",-0.276912496129627,-0.659493272987692,-0.659493272987692
"1110",12,"ZD-6474","HUCCT1_BILIARY_TRACT","HuCCT1",-0.258621434546068,-0.168712361800284,-0.168712361800284
"1111",13,"ZD-6474","IGR39_SKIN","IGR-39",-0.285828419337491,-0.375670508278046,-0.375670508278046
"1112",14,"ZD-6474","ISHIKAWAHERAKLIO02ER_ENDOMETRIUM","Ishikawa (Heraklio) 02 ER-",-0.269347664001882,0.284769459158342,0.284769459158342
"1113",15,"ZD-6474","ISTMES1_PLEURA","IST-MES1",-0.277417767467734,0.175656669166155,0.175656669166155
"1114",16,"ZD-6474","JHUEM2_ENDOMETRIUM","JHUEM-2",-0.277188517288021,0.0820204114043139,0.0820204114043139
"1115",17,"ZD-6474","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KMS-11",-0.257605350054019,0.377822918635358,0.377822918635358
"1116",18,"ZD-6474","KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","KO52",-0.237882390451049,0.0640831753047081,0.0640831753047081
"1117",19,"ZD-6474","KYSE410_OESOPHAGUS","KYSE-410",-0.262764101683757,0.249736806703877,0.249736806703877
"1118",20,"ZD-6474","LCLC103H_LUNG","LCLC-103H",-0.277266681836901,-0.0460009451621864,-0.0460009451621864
"1119",21,"ZD-6474","MDAMB435S_SKIN","MDA-MB-435S",-0.280301733004938,-0.240720327658629,-0.240720327658629
"1120",22,"ZD-6474","MIAPACA2_PANCREAS","MIA PaCa-2",-0.270712459367385,-0.0597938379030386,-0.0597938379030386
"1121",23,"ZD-6474","MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MONO-MAC-1",-0.235427375668218,-0.0513108850905896,-0.0513108850905896
"1122",24,"ZD-6474","MPP89_PLEURA","MPP 89",-0.280903309043156,-0.374440156343416,-0.374440156343416
"1123",25,"ZD-6474","NCIH1563_LUNG","NCI-H1563",-0.272182751331711,-0.494431847652331,-0.494431847652331
